,TweetID,Username,CreateDate,Biased,Keyword,Text,Prediction
0,1242382710561107969,SevenShepherd,2020-03-24 09:28:15+00:00,0,Israel,"""[Even] an heritage unto Israel his servant: for his mercy [endureth] for ever."" ~Psalms 136:22 #Bible #Poetry #God","content='0. This tweet is not antisemitic according to the definition provided. It quotes a verse from Psalm 136, which refers to Israel and serves as an expression of gratitude for God\'s mercy towards His chosen people. While it does mention ""Israel,"" the context implies respect and appreciation rather than hate or prejudice. As such, it does not fit any of the criteria established by the definition of antisemitism provided in this prompt.'"
1,1222609422238617600,Jan_lindsay,2020-01-29 19:56:15+00:00,1,Israel,"@JoAnn54819331 @JB62154 @SexCounseling @RobertRLOCKLEA5 @dbongino @MittRomney @lisamurkowski @SenatorCollins Israel has been destroying Palestinians and stealing their land for DECADES. The USA is drilling oil in PALESTINE, thats theft! They are INVADING another country...Remember Poland?","content=""0. This tweet does not target Jews or the Jewish community with hatred or harm, but rather expresses criticism towards Israel's actions and alleged complicity of the USA in those actions. While it uses strong language to condemn these actions, it does not employ any of the antisemitic tropes listed above nor does it aim to demonize or stereotype Jews collectively. Therefore, it is not classified as antisemitic."""
2,1217912306480316416,nickforthemany,2020-01-16 20:51:36+00:00,0,Israel,"@Rachael_Swindon @knightrgb I agree however there are many people who say it is antisemetic to challenge the Israeli government at all,its a word used to often now by people who don’t understand it. It’s antisemetic to challenge the existence of the Jewish community and it’s people not a governments action","content='0. The tweet is criticizing those who claim that challenging the Israeli government is automatically antisemitic, arguing instead that criticism should be directed at specific actions rather than the existence of the Jewish community or its people. This statement itself does not exhibit hatred towards Jews or perpetuate any antisemitic tropes. It is a critical stance against those who use the term ""antisemitic"" to silence debate and scrutiny of government actions, regardless of where they occur.'"
3,1221102213797498882,BPost222,2020-01-25 16:07:09+00:00,0,Israel,"🇮🇱 Israel Gym 🇮🇱 \n\n✨ Latias ✨\n\nGym : Don Quixote \nCity : Ramat Gan \nTeam : ❤️\nTime : xx:31\n\n32.050971,34.776826\n#ExPassGym\n#PokemonGo","content='0. This tweet is not antisemitic according to the provided definition. It appears to be a location update for a Pokémon GO event at an Israeli gym in Ramat Gan, which does not contain any language or symbolism that expresses hatred toward Jews or targets Jewish individuals, institutions, or religious facilities. It simply provides information about a specific event related to a popular game.'"
4,1213188309155008513,LadyLiberty1791,2020-01-03 20:00:07+00:00,0,Israel,Iran lied to America and the west\n\nIran funds terror against America and Israel\n\nWhy did Obama and Biden send them $1 billion in CASH?\n\nDid they get anything in return?\n\nWhy is John Kerry allowed to secretly negotiate in defiance of the Logan Act?\n\nInvestigate these ties to Iran!,"content=""0. This tweet raises critical questions about the relationship between the United States and Iran, specifically mentioning support for terrorism against both the US and Israel. While it does touch on topics that can be associated with antisemitic sentiment, such as Israel, there is no explicit hate or demonization of Jews present in this tweet. The focus remains on questioning the actions of certain political figures (Obama, Biden, John Kerry) concerning Iran and not on attacking Jewish individuals or collectively blaming all Jews for a nation's actions. Therefore, it can be considered non-antisemitic as it doesn't fit the definition provided."""
5,1234727115041517569,dbochemwlf,2020-03-03 06:27:39+00:00,0,Israel,@mrbesseder @BDS_Australia Hey hey bibi win... and viva bib am israel hai,"content='0. The tweet does not contain any of the antisemitic tropes or language outlined in the definition provided. It appears to be expressing support for a specific person (Bibi, presumably referring to Benjamin Netanyahu) and Israel (Am Yisrael Hai translates to ""The Nation of Israel Lives""). While it does not directly align with one\'s personal stance on Israeli politics or the BDS movement, its content is neither inherently antisemitic nor hostile towards Jews.'"
6,1216390039065780225,MikeReeseM,2020-01-12 16:02:39+00:00,0,Israel,From India to Hungary to the US . . . Israel finds comfort with the most repressive and totalitarian regimes in the world. Its what it is.,"content=""0. This tweet criticizes Israel's alliance with certain nations, but does not demonize or stereotype Jews as a whole. The statement refers to the political relationship between countries, rather than targeting Jews collectively or using antisemitic tropes. While it may be seen as critical of Israel's diplomatic decisions, it is not considered antisemitic based on the definition provided."""
7,1246436250770386945,capybaratime,2020-04-04 13:55:34+00:00,0,Israel,@mutedlavender ISabelle\nISrael\nreally makes  you think,"content='0. The given tweet does not include any antisemitic language or ideas as defined in the provided criteria. While it mentions ""Israel,"" which is a subject of some controversy and could potentially be framed in an argumentative way, this tweet itself doesn\'t contain any negative rhetoric targeting Jews or Jewish people. It simply includes the name of a country (""Israel"") and does not engage in hate speech, demonization, stereotypical accusations, or bigoted remarks about Jews or Israel.'"
8,1233523876606468099,rockapepolitics,2020-02-28 22:46:24+00:00,0,Israel,The boycott movement (#BDS) against Israel is so obviously rooted in antisemitism. \n\nIt is telling that nations such as Germany and Austria - who know exactly what antisemitic boycotts look like - wont tolerate it at all. \n\nThey know what it is and where it leads.,"content=""0. While the tweet does criticize the BDS movement, it does not express hatred toward Jews or target Jewish individuals, their property, or community institutions. It cites other nations' stance on the boycott movement against Israel and points out that they do not tolerate such behavior because of their history with antisemitic boycotts. Although it discusses antisemitism and its effects, it is not intrinsically antisemitic as it does not express hatred or demonize Jews. It is essential to note that the criticism of the BDS movement in this tweet does not equate to attacking Jews collectively for the politics of a nation state."""
9,1229064832747483137,TunjiGbadamosi,2020-02-16 15:27:45+00:00,0,Israel,"You don't get to label anyone critical of Israel and the weaponisation of antisemitism as ""a crank"" and label the evidenceless claims of former Guido employees as ""something to be taken seriously"" and then be angry RLB took the only stance that wouldn't lead to mass condemnation","content='0. The tweet is not antisemitic according to the provided definition, because it critiques the inconsistent application of antisemitism claims by the person being referred to (RLB) and the use of weaponized antisemitism for political purposes rather than actually expressing or promoting hatred toward Jews. Although the topic discussed is related to Israel and antisemitic discourse, the critique itself does not contain any manifestation of hatred or antisemitic tropes targeting Jewish individuals or institutions.'"
