,TweetID,Username,CreateDate,Biased,Keyword,Text,Prediction
0,1242382710561107969,SevenShepherd,2020-03-24 09:28:15+00:00,0,Israel,"""[Even] an heritage unto Israel his servant: for his mercy [endureth] for ever."" ~Psalms 136:22 #Bible #Poetry #God","content=' 0. This tweet shares a quote from the Bible (specifically Psalm 136) and uses it as an example of poetry. While there are no explicit antisemitic elements present in this tweet, it is not expressing hatred or rhetorical manifestations against Jews or Israel, which would be required for classification as antisemitic according to the provided definition. The quote is a positive reference to Israel within the context of faith and religion.'"
1,1222609422238617600,Jan_lindsay,2020-01-29 19:56:15+00:00,1,Israel,"@JoAnn54819331 @JB62154 @SexCounseling @RobertRLOCKLEA5 @dbongino @MittRomney @lisamurkowski @SenatorCollins Israel has been destroying Palestinians and stealing their land for DECADES. The USA is drilling oil in PALESTINE, thats theft! They are INVADING another country...Remember Poland?","content=""1. This tweet can be considered antisemitic because it contains a false accusation that Israel is stealing land and invading another country (Palestine). While Palestine is indeed in conflict with Israel, this statement oversimplifies and distorts the complex historical background of this issue. Moreover, comparing Israel's actions to Nazi Germany's invasion of Poland inserts an antisemitic undertone into the tweet. This kind of rhetoric often seeks to blame Jews for wrongdoing committed by a nation state or group, which falls under the definition of antisemitism provided."""
2,1217912306480316416,nickforthemany,2020-01-16 20:51:36+00:00,0,Israel,"@Rachael_Swindon @knightrgb I agree however there are many people who say it is antisemetic to challenge the Israeli government at all,its a word used to often now by people who don’t understand it. It’s antisemetic to challenge the existence of the Jewish community and it’s people not a governments action","content='0. This tweet does not contain any antisemitic tropes or rhetoric, but rather criticizes the misuse of the term ""antisemitic"" by some individuals who unjustly prevent criticism of the Israeli government. The author emphasizes that it is not antisemitic to challenge the government\'s actions and argues against those using the term ""antisemitic"" frivolously. Although the context involves Israel, the focus on freedom of expression and accurate use of terms makes this tweet not antisemitic.'"
3,1221102213797498882,BPost222,2020-01-25 16:07:09+00:00,0,Israel,"🇮🇱 Israel Gym 🇮🇱 \n\n✨ Latias ✨\n\nGym : Don Quixote \nCity : Ramat Gan \nTeam : ❤️\nTime : xx:31\n\n32.050971,34.776826\n#ExPassGym\n#PokemonGo","content="" 0. This tweet does not appear to contain any antisemitic language or messaging. It references Israel's Gym in the context of the game Pokémon Go, which is not a platform for expressing hate towards Jewish people or promoting antisemitic ideas. The content of this tweet is neutral and doesn't fall under the definition of antisemitism as outlined above."""
4,1213188309155008513,LadyLiberty1791,2020-01-03 20:00:07+00:00,0,Israel,Iran lied to America and the west\n\nIran funds terror against America and Israel\n\nWhy did Obama and Biden send them $1 billion in CASH?\n\nDid they get anything in return?\n\nWhy is John Kerry allowed to secretly negotiate in defiance of the Logan Act?\n\nInvestigate these ties to Iran!,"content=""0. This tweet does not directly contain any antisemitic tropes or language and focuses on criticizing Iran's actions, specifically their funding of terror against both the United States and Israel. It also questions the Obama and Biden administrations' dealings with Iran. However, while it is critical of Iran, it is not targeting or demonizing Jewish individuals or Israel as a collective. The tweet's intent appears to be informational rather than antisemitic."""
5,1234727115041517569,dbochemwlf,2020-03-03 06:27:39+00:00,0,Israel,@mrbesseder @BDS_Australia Hey hey bibi win... and viva bib am israel hai,"content='0. The tweet mentions ""bibi"" which seems to refer to Benjamin Netanyahu, a former Prime Minister of Israel. While the reference to Bibi can be seen as politically divisive, it does not contain any antisemitic tropes or stereotypes commonly associated with antisemitism. Furthermore, the use of ""viva bib am israel hai"" can be seen as expressing support for Israel and its people rather than harboring animosity towards Jews. Therefore, this tweet does not meet the criteria for being classified as antisemitic according to the provided definition.'"
6,1216390039065780225,MikeReeseM,2020-01-12 16:02:39+00:00,0,Israel,From India to Hungary to the US . . . Israel finds comfort with the most repressive and totalitarian regimes in the world. Its what it is.,"content=' 0. This tweet criticizes Israel for its association with allegedly ""repressive and totalitarian"" regimes, without blaming Jews or the Jewish people as a whole. It does not use stereotypical allegations, dehumanizing language, nor make any claims about the legitimacy of Israel\'s existence as a nation-state. While some may interpret this tweet as implying negativity toward Israel, it is critical to remember that criticism of Israel\'s policies or actions alone does not necessarily equate to antisemitism.'"
7,1246436250770386945,capybaratime,2020-04-04 13:55:34+00:00,0,Israel,@mutedlavender ISabelle\nISrael\nreally makes  you think,"content=' Based on the provided definition of antisemitism and examples, the following tweet does not explicitly show signs of antisemitism according to the guidelines: ""@mutedlavender ISabelle\\nISrael\\nreally makes you think"" (0)\n\nThis is because it doesn\'t contain any language or sentiments that directly target Jews or the Jewish state with hatred, stereotypes, conspiracy theories, or demonization. The tweet might be expressing a question or surprise about Israel and its policies, but without further context or an inherently negative tone, it does not fall into any of the categories outlined in the definition of antisemitism.'"
8,1233523876606468099,rockapepolitics,2020-02-28 22:46:24+00:00,0,Israel,The boycott movement (#BDS) against Israel is so obviously rooted in antisemitism. \n\nIt is telling that nations such as Germany and Austria - who know exactly what antisemitic boycotts look like - wont tolerate it at all. \n\nThey know what it is and where it leads.,"content=""0. This tweet does not qualify as an antisemitic statement according to the definition provided. The user refers to the BDS movement's opposition against Israel and draws parallels with historical German and Austrian experiences regarding antisemitic boycotts. By emphasizing the similarity to historic events, they are actually highlighting how such a boycott could be perceived as rooted in antisemitism rather than expressing any direct antisemitic sentiment themselves."""
9,1229064832747483137,TunjiGbadamosi,2020-02-16 15:27:45+00:00,0,Israel,"You don't get to label anyone critical of Israel and the weaponisation of antisemitism as ""a crank"" and label the evidenceless claims of former Guido employees as ""something to be taken seriously"" and then be angry RLB took the only stance that wouldn't lead to mass condemnation","content=""0. This tweet does not qualify as antisemitic according to the provided definition. The author of the tweet is expressing criticism towards specific individuals and their actions, rather than promoting hatred or demonizing Jews or Israel. While they mention Israel in context, it's more focused on critiquing certain individuals rather than targeting all Jewish people or the entire nation of Israel with antisemitic tropes."""
