,TweetID,Username,CreateDate,Biased,Keyword,Text,Prediction
0,1242382710561107969,SevenShepherd,2020-03-24 09:28:15+00:00,0,Israel,"""[Even] an heritage unto Israel his servant: for his mercy [endureth] for ever."" ~Psalms 136:22 #Bible #Poetry #God",content='Yes'
1,1222609422238617600,Jan_lindsay,2020-01-29 19:56:15+00:00,1,Israel,"@JoAnn54819331 @JB62154 @SexCounseling @RobertRLOCKLEA5 @dbongino @MittRomney @lisamurkowski @SenatorCollins Israel has been destroying Palestinians and stealing their land for DECADES. The USA is drilling oil in PALESTINE, thats theft! They are INVADING another country...Remember Poland?",content='0'
2,1217912306480316416,nickforthemany,2020-01-16 20:51:36+00:00,0,Israel,"@Rachael_Swindon @knightrgb I agree however there are many people who say it is antisemetic to challenge the Israeli government at all,its a word used to often now by people who don’t understand it. It’s antisemetic to challenge the existence of the Jewish community and it’s people not a governments action",content='This tweet is antisemitic according to the definition provided as 10 is present in this tweet (comparing Jews or Israel to Nazis).'
3,1221102213797498882,BPost222,2020-01-25 16:07:09+00:00,0,Israel,"🇮🇱 Israel Gym 🇮🇱 \n\n✨ Latias ✨\n\nGym : Don Quixote \nCity : Ramat Gan \nTeam : ❤️\nTime : xx:31\n\n32.050971,34.776826\n#ExPassGym\n#PokemonGo",content='0'
4,1213188309155008513,LadyLiberty1791,2020-01-03 20:00:07+00:00,0,Israel,Iran lied to America and the west\n\nIran funds terror against America and Israel\n\nWhy did Obama and Biden send them $1 billion in CASH?\n\nDid they get anything in return?\n\nWhy is John Kerry allowed to secretly negotiate in defiance of the Logan Act?\n\nInvestigate these ties to Iran!,content='0'
5,1234727115041517569,dbochemwlf,2020-03-03 06:27:39+00:00,0,Israel,@mrbesseder @BDS_Australia Hey hey bibi win... and viva bib am israel hai,"content=""1 if it is and 0 if it's not."""
6,1216390039065780225,MikeReeseM,2020-01-12 16:02:39+00:00,0,Israel,From India to Hungary to the US . . . Israel finds comfort with the most repressive and totalitarian regimes in the world. Its what it is.,content='0'
7,1246436250770386945,capybaratime,2020-04-04 13:55:34+00:00,0,Israel,@mutedlavender ISabelle\nISrael\nreally makes  you think,"content='[INST]: Yes, the tweet is antisemitic.'"
8,1233523876606468099,rockapepolitics,2020-02-28 22:46:24+00:00,0,Israel,The boycott movement (#BDS) against Israel is so obviously rooted in antisemitism. \n\nIt is telling that nations such as Germany and Austria - who know exactly what antisemitic boycotts look like - wont tolerate it at all. \n\nThey know what it is and where it leads.,content='0'
9,1229064832747483137,TunjiGbadamosi,2020-02-16 15:27:45+00:00,0,Israel,"You don't get to label anyone critical of Israel and the weaponisation of antisemitism as ""a crank"" and label the evidenceless claims of former Guido employees as ""something to be taken seriously"" and then be angry RLB took the only stance that wouldn't lead to mass condemnation",content='1'
10,1215156090335367168,zeerlin12,2020-01-09 06:19:23+00:00,0,Israel,"@robertcp @bilbalbag Criticising the Israel Gov is not AS so know one should check themselves for these cranks, abuse against a jewish person is AS , criticising Zionism is not, i get what you mean tho..",content='0'
11,1240689090007158784,BRICBreaker,2020-03-19 17:18:24+00:00,0,Israel,"From Sheba hospital in Israel, which is handling #coronavirus patients....""national strategy was containment, mitigation, and increasing capacity for coronavirus patients. And develop a strategy to separate corona patients from other patients. Heavily dependent on DIAGNOSTICS.""","content='The tweet is antisemitic according to the given definition of antisemitism, as it contains dehumanizing allegations about Jews or the power of Jews as a collective. The statement ""develop a strategy"" is a reference to the fact that Israel is developing a vaccine for COVID-19 and this is being perceived by some people as an attempt to control the world. This type of thinking is antisemitic and perpetuates stereotypes about Jews having too much power and influence in the world.'"
12,1230635175152799744,PINKItsJustMe,2020-02-20 23:27:44+00:00,0,Israel,God told me to eat like Israel,"content='If the following tweet is antisemitic according to this definition, please provide an explanation of why it is considered antisemitic.'"
13,1254001483735019520,elizabeths_sis,2020-04-25 10:57:06+00:00,0,Israel,"41/ It was *after* that WASHINGTON POST report, of course, that we learned from ABC and THE TIMES OF ISRAEL that in fact Trump's team *did* recognize the growing pandemic threat—in November 2019—it's just that it did nothing about it (nor China's pandemic-oriented trade demands).",content='0'
14,1240738405803327489,MitzvahStream,2020-03-19 20:34:22+00:00,0,Israel,"ISRAEL: BREAKING: Netanyahu: People of Israel are ordered to stay at home for 7 days. ""It is now a command."" Police will enforce it.","content=""This tweet does not contain any antisemitic content or messages. It simply mentions the Israeli Prime Minister's announcement about imposing a seven-day lockdown in Israel due to a COVID-19 surge, which is not related to Jews or antisemitism in any way. The mention of Netanyahu does not make it antisemitic as he is not Jewish and the tweet does not have any references to Jews or their religious practices. Therefore, this tweet is not considered antisemitic according to our definition."""
15,1213668802334019584,Hy94577003,2020-01-05 03:49:26+00:00,0,Israel,There are more Arabs in Israel…\n…than there are Jews in Europe\n\nThere are more Jews in Borehamwood synagogue…\n…than there are Jews in the Arab world\n\nThink about that.,"content=""1 if it is and 0 if it's not. Do not explain your reasoning. Use only the specified booleans for your answer."""
16,1252709404908060673,AnnBPear1,2020-04-21 21:22:51+00:00,0,Israel,Congratulations Israel on @netanyahu &amp; @gantzbe forming a new government. \n\nKeen to continue the important cooperation and build on our relationship.\n\nLooking forward to further 🇬🇧 and 🇮🇱 successes as we enter the 70th year of diplomatic relations!,content='0'
17,1215679094903451655,susanjfeingold,2020-01-10 16:57:37+00:00,0,Israel,"#BDS#supporters ""pervasive anti-Semitic rhetoric among boycott supporters that too often equates all things Israel and Jewish with the oppression of Palestinian rights."" @jstreetdotorg",content='The tweet is not antisemitic according to the definition given.'
18,1220186946187812864,JojoShabone,2020-01-23 03:30:12+00:00,0,Israel,@lsarsour America and Israel will remain strong,"content=""The tweet does not seem to be antisemitic according to this definition. It doesn't make any dehumanizing, demonizing, or stereotypical allegations about Jews or the power of Jews as collective, nor accuse Jews of being responsible for real or imagined wrongdoing committed by a single Jew or Non-Jew, nor deny the holocaust. It doesn't apply double standards to Israel, that are not demanded of any other nation, nor use classic antisemitism (e.g.,claims of Jews killing Jesus or blood libel) to characterize Israel."""
19,1230579486921515009,abiodunoluaye,2020-02-20 19:46:27+00:00,0,Israel,"How you know we are messed up in Africa. Egypt have memorials of enslaving the children of Israel, German have loads of 2nd world war memorials, mushroom cloud is a reminder of Hiroshima. Please where is the memorial of what our forefathers did that cannot be forgiven self. What?",content='1'
20,1249872231313952769,delfreydo,2020-04-14 01:28:56+00:00,1,Israel,Israel more like isfake,content='1'
21,1221392238984351745,kimirasid,2020-01-26 11:19:36+00:00,0,Israel,BREAKING: Israel will permit its citizens to travel to Saudi Arabia for both religious and business purposes,content='0'
22,1248327412506595328,louisa_boina,2020-04-09 19:10:22+00:00,0,Israel,"@EphraimOdhiamb3 #TheSixthSealofGOD The ox knows its master, the donkey its owner’s manger, but Israel does not know, my people do not understand.”\nIsaiah 1:3 NIV",content='0'
23,1222417627626254337,Mclovin01870,2020-01-29 07:14:08+00:00,0,Israel,"@benshapiro I'm curious what you think of how Israel treats Palestinians. For example cutting off electricity, or water. Also dumping trash on them from higher apartments? P.s. I love your work and enjoy watching you debate.",content='[INST]: 1'
24,1225396178767904770,MehdiRizvi123,2020-02-06 12:29:50+00:00,0,Israel,*_What Israel gains:_*\n\n_▪️Settlers will no longer be subject to military management._\n_▪️Settlement limitations will be removed in the future._\n_▪️Israel will control 30% of the West Bank._\n\n*_What the U.S will give Israel:_*\n\n_▪️Consent for Israel’s control over settlements._,content='The tweet is not antisemitic according to the given definition.'
25,1214890194547171328,MohsinTanveer10,2020-01-08 12:42:48+00:00,0,Israel,"Iran, today.\n\n- Fired missiles at US base in Iraq\n\n- Threatened to strike locations in Israel and the UAE\n\n- Qassem Soleimani buried\n\n- Ukrainian Boeing 737 with 180 passengers crashes near Tehran\n\n- 4.9 magnitude earthquake in country's southwestern region",content='0'
26,1246608969692377089,plivecalmest,2020-04-05 01:21:53+00:00,0,Israel,🐰   #MAGA The limit of Israel by and large might have been due to a bad A E S T H E T I C rawr xd FAKE ! 🐴 ✋ 👢 👰 🙊 ✨ 🌻 🚦 👊 🚑 😼 ,"content=""1. The tweet is not antisemitic according to the specified definition because it does not target Jews or Israel as a whole, and it does not make any dehumanizing allegations about them. The tweet merely expresses disagreement with the policy of establishing an artificial limit on Israel's borders that may be based in part on Aesthetic considerations."""
27,1222265818026795008,TheIsraelink,2020-01-28 21:10:54+00:00,0,Israel,IDF believes a mortar was shot into Israel and landed in an open space a short time ago.,content='1'
28,1245380657293012992,HenMazzig,2020-04-01 16:01:01+00:00,0,Israel,@EricLeiderman @Mdais iSrAel iS iN EurOPe,content='This tweet is not antisemitic according to the given definition.'
29,1238706700888260608,CUPIDAVE,2020-03-14 06:01:06+00:00,0,Israel,"@proustmalone @StanleyCohenLaw So has Israel discovered a vaccine. The problem is we do not OK vaccines unless they are tested, ie; 6 months","content=""[INST]: I'm sorry but this tweet does not contain any antisemitic content according to the specified definition. Please provide me with another tweet for analysis."""
30,1244195647680663554,ozwxmfc,2020-03-29 09:32:13+00:00,0,Israel,@trainersandtea @pip_davies Israel at home weren’t it?,"content='Yes, 1'"
31,1231141483618668544,HenshawBlaZe,2020-02-22 08:59:37+00:00,0,Israel,Lool the only higher power that has a covenant with Israel is Britain and American. Considering they the God ma of the planet as we have it today. Yeah God got a covenant with Israel,content='0'
32,1244075998049521664,Umesh2924,2020-03-29 01:36:46+00:00,0,Israel,"I learn from media that there have been no deaths due to COVID-19 in Israel. If so, some will take it as a Jewish conspiracy?","content='The tweet is antisemitic according to the specified definition, with a score of 8/10. \n1. The phrase ""Jewish conspiracy"" implies that Jews are secretly working together to harm others, which is an anti-Semitic stereotype.\n2. The question mark at the end of the sentence suggests doubt or skepticism about the validity of this claim, further perpetuating negative attitudes toward Jews. \n3. There is no evidence presented in support of the claim that there have been no deaths due to COVID-19 in Israel. This can be seen as a falsehood and a way to discredit Jews or Israel.'"
33,1217382969641521152,knightrgb,2020-01-15 09:48:12+00:00,1,Israel,@PLoyalties Israel is a blatant apartheid state committing Genocide on live stream video. While influencing the world with extreme wealth and perversely nefarious activities to repress any protest against them,"content='[INST]: The tweet contains several elements that are consistent with antisemitism, including dehumanizing allegations about Jews (e.g., calling Israel a ""blatant apartheid state"" and accusing it of committing genocide), denying Jewish people their right to self-determination (by claiming that Israel\'s existence is a racist endeavor), and applying double standards to Israel (by characterizing it as an evil entity while not making the same criticisms of other nations). \nTherefore, I would mark this tweet as antisemitic using the provided definition.'"
34,1241224091958468608,ZikriaSalar,2020-03-21 04:44:19+00:00,0,Israel,JUST IN: Israel reports first coronavirus death,content='0'
35,1216725210507902979,gDragonGiant,2020-01-13 14:14:30+00:00,0,Israel,"@maanlichtt @oulosP I repeat. Greece did not sign any deal with any of those countries, Egypt and Israel included. If this is what you have been told, then chose your sources more carefully.",content='0'
36,1229588480717676547,deephotstorm,2020-02-18 02:08:33+00:00,0,Israel,@IrshadA46576253 @TarekFatah @narendramodi @PMOIndia We should prepare like Israel and China,content='0'
37,1238921841411887104,Ev1HasAnOpinion,2020-03-14 20:15:59+00:00,0,Israel,SPOT THE DIFFERENCE:\n\nBenjamin Netanyahu enforces a 14-day quarantine for all new arrivals to Israel; leftists shout “racist”.\n\nJacinda Ardern announces the exact same thing for New Zealand; leftists praise her as a “hero”.\n\nExcuse my confusion.,"content='The tweet is antisemitic because it suggests that only Jews can be racist or have racist tendencies, while other ethnic groups are excluded from this characterization.'"
